C i n c i n n a t i   R e d s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,0,,,,,,,,,,Trade-MIN (22),,,SS,Royce Lewis,MIN,ARB 2,ARB 3,ARB 4,UFA,,,,,,,,,,
X,,X,,,,0,,,,,,,,,,Trade-SEA (24),,,SS,Jeremy Pena,HOU,ARB 2,ARB 3,UFA,,,,,,,,,,,
,X,X,,,,0,,,,,,,,,,FYPD (24) Rd 1,,,SS,JJ Wetherholt,STL,"760,000",TC ,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Trade-MIA (25),,,3B,Ryan McMahon,COL,"16,000,000","8,000,000",UFA,,,,,,,,,,,
X,,X,,,,0,,,,,,,,,,Trade-MIA (25),,,3B,Matt Shaw,CHC,"760,000",TC ,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Trade-MIA (25),,,OF,Jung Hoo Lee,SF,"23,000,000","23,000,000","23,000,000","23,000,000","23,000,000",UFA,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Trade-SEA (25),,,OF,Aaron Judge,NYY,"38,275,000","62,550,000","62,550,000","62,550,000",UFA,,,,,,,,,
,X,X,,,,0,,,,,,,,,,Inaugural Draft,,,OF,Jay Allen,CIN,"760,000",TC ,TC ,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
X,,X,,,,0,,,,,,,,,,Trade-PIT (24),,,OF,Adolis Garcia,TEX,ARB 3,UFA,,,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Trade-TOR (22),,,OF,Teoscar Hernandez,LAD,"21,000,000","21,000,000",UFA,,,,,,,,,,,
X,,X,,,,0,22,23,,,,,,,,Inaugural Draft,,,OF,Jarren Duran,BOS,"8,000,000",ARB 3,ARB 4,UFA,,,,,,,,,,
,X,X,,,,0,26,,,,X,,,,,Inaugural Draft,11/19/25,11/27/25,OF,Jhostynxon Garcia,BOS,"760,000",TC ,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P I T C H E R S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLB,MiLB,40,IL,IL Length,IL Date,IL Return,Option Years Used,,,,Options Used,,,,,How Acquired,Optioned/DFA Date,Recall Eligible Date,POS,Name,Team,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Trade-KC (24),,,SP,Zack Littell,TB,"8,000,000","8,000,000",UFA,,,,,,,,,,,
,X,X,,,,0,25,,,,,,,,,MiLB FA (22),,,SP,Kutter Crawford,BOS,ARB 2,ARB 3,ARB 4,UFA,,,,,,,,,,
X,,X,,,,0,,,,,,,,,,Inaugural Draft,,,SP,Gavin Williams,CLE,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,,
,X,X,,,,0,25,,,,,,,,,MiLB FA (22),,,SP,Ben Brown,CHC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,,
X,,X,,,,0,,,,,,,,,,Inaugural Draft,,,SP,Logan Webb,SF,"23,000,000","23,000,000","24,000,000",UFA,,,,,,,,,,
X,,X,,,,0,,,,,,,,,,Inaugural Draft,,,SP,Josiah Gray,WSH,ARB 2,ARB 3,UFA,,,,,,,,,,,
X,,X,,,,0,,,,,,,,,,Trade-KC (25),,,SP,Nick Lodolo,CIN,ARB 2,ARB 3,UFA,,,,,,,,,,,
X,,X,,,,0,,,,,,,,,,Trade-SEA (23),,,SP,Cade Horton,CHC,"760,000",TC ,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,X,X,,,,0,,,,,,,,,,Inaugural Draft,,,SP,Joe Rock,COL,"760,000",TC ,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,0,,,,,,,,,,Inaugural Draft,,,RP,Cole Henry,WSH,"760,000",TC ,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,X,,,,,0,D,F,A,,-,O,N,L,Y,UFA (24),,,RP,Yuki Matsui,SD,"9,000,000","9,000,000",UFA,,,,,,,,,,,
,X,X,,,,0,,,,,,,,,,Trade-SEA (23),,,RP,Sam Bachman,LAA,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,,
,X,X,,,,0,,,,,,,,,,MiLB FA (25),,,RP,Andrew Alvarez,WSH,"760,000",TC ,TC ,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
,X,X,,,,0,,,,,,,,,,MiLB FA (24),,,RP,Hayden Harris,ATL,"760,000",TC ,TC ,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
,X,X,,,,0,,,,,,,,,,MiLB FA (25),,,RP,Nicholas Regalado,KC,"760,000",TC ,TC ,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
X,,X,,,,0,25,,,,,,,,,Trade-PIT (24),,,RP,David Bednar,NYY,ARB 3,UFA,,,,,,,,,,,,
X,,X,,,,0,23,,,,,,,,,Inaugural Draft,,,RP,Alex Vesia,LAD,"3,550,000",UFA,,,,,,,,,,,,
,X,X,,,,0,26,,,,X,,,,,Trade-KC (25),11/19/25,12/1/25,RP,Felix Bautista,BAL,ARB 2,ARB 3,UFA,,,,,,,,,,,
X,,X,,,,0,,,,,,,,,,Inaugural Draft,,,RP,Camilo Doval,SF,ARB 2,ARB 3,UFA,,,,,,,,,,,
,X,X,,,,0,,,,,,,,,,MiLB FA (24),,,RP,Luis Peralta,COL,"760,000",TC ,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,X,X,,,,0,,,,,,,,,,MiLB FA (23),,,RP,Luis Guerrero,BOS,"760,000",TC ,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
X,,X,,,,0,,,,,,,,,,MiLB FA (23),,,RP,Jose Ferrer,WSH,"760,000",TC ,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M I N O R S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLB,MiLB,40,IL,IL Length,IL Date,IL Return,Option Years Used,,,,Options Used,,,,,How Acquired,Rule 5 Eligibility,,POS,Name,Team,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2029,,C,Christian Astudillo ,BAL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (23) Rd 5,2026,,C,Calvin Harris,CHW,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2027,,C,Cole Messina,COL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 4,2028,,C,Luke Stevenson,SEA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (25),2029,,C,Manuel Almeida,SEA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2025,,C,John Garcia,HOU,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (24) Rd 6,2027,,1B,Jeremiah Jenkins,SF,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2026,,1B,Kleimer Lemos,TEX,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2027,,1B,Jesus Alexander,SF,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2027,,2B,Carlos Caro,PIT,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-CHC (26),2026,,SS,Tommy Troy,ARZ,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2029,,SS,Domingo Batista,TB,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 2,2028,,SS,Alex Lodise,ATL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Inaugural Draft,Eligible,,SS,Logan Davidson,ATH,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (25),2029,,SS,Romeli Espinosa,PHI,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2027,,SS,Adrian Santana,TB,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2027,,3B,Tony Santa Maria,TB,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2027,,3B,Aldo Gaxiola,TOR,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 6,2028,,3B,Wyatt Henseler,WSH,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2027,,3B,D'Angelo Ortiz,BOS,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Inaugural Draft,2025,,3B,Wes Kath,CHW,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,25,,,,,,,,,MiLB FA (25),Exempt,,OF,Dashawn Keirsey,MIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),Exempt,,OF,Dasan Brown,TOR,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-KC (24),2028,,OF,Griffin Burkholder,PHI,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2027,,OF,Noah Myers,TB,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2029,,OF,Owen Carey,ATL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 1,2028,,OF,Devin Taylor,ATH,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2027,,OF,Carter Frederick,KC,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2028,,OF,Handelfry Encarnacion,MIL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2027,,OF,Dillion Lewis,NYY,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (24),2028,,OF,Jordan Sanchez,BAL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (23) Rd 4,2026,,OF,Ethan O'Donnell,CIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (23),2027,,OF,Tony Ruiz,KC,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),Eligible,,OF,Moises Gomez,STL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (25),2029,,OF,Gabriel Rodriguez,PIT,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (24),2028,,OF,Francisco Vilorio,NYY,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2026,,OF,Jose Alpuria,ARZ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),Exempt,,P,Luke Murphy,LAA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),Exempt,,P,Hagen Danner,TOR,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-CHC (26),2026,,P,Mavis Graves,PHI,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-CHC (26),2026,,P,Teddy McGraw,SEA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-KC (24),2027,,P,Drew Beam,KC,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-KC (24),2027,,P,Ryan Forcucci,HOU,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2026,,P,Garrett McMillan,PIT,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2027,,P,Ryan Degges,PHI,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (25),2029,,P,Diustin Mayorquin,MIL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2028,,P,Miqueas Mercedes,MIL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),Eligible,,P,Travis Adams,MIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2027,,P,Fidel Ulloa,COL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 3,2028,,P,Jared Spencer,TOR,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2027,,P,Garret Horn,TEX,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-LAA (25),2027,,P,Chris Cortez,LAA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),Eligible,,P,Trey McLoughlin,NYM,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2026,,P,Philip Abner,ARZ,,,,,,,,,,,,,,
,X,,,,,0,,,,,,,,,,MiLB FA (22),EXEMPT,,RP,Danny Young,NYM,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2027,,P,Donovan Zsak,CLE,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 5,2028,,P,Zane Taylor,ATH,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2027,,P,Nate Ackenhausen,KC,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2027,,P,Cayman Goode,NYY,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2027,,P,Davian Garcia,WSH,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2026,,P,Ben Shields,NYY,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2027,,P,Gage Jump,ATH,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (24) Rd 3,2027,,P,Ryan Johnson,LAA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (24) Rd 4,2027,,P,Grant Knipp,SEA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (24) Rd 5,2028,,P,Johnny King,TOR,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (24),2028,,P,Reinold Navarro,PIT,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2028,,P,Blake Larson,CHW,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2026,,P,Kelly Austin,NYY,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2026,,P,Zach Fruit,BAL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2027,,P,Twine Palmer,HOU,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2026,,P,Paul Bonzagni,TEX,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2026,,P,Luis Gastelum,STL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2026,,P,Trent Sellers,NYY,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2026,,P,Ovis Portes,CIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2027,,P,Juan Valera,BOS,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2026,,P,Casey Steward,PHI,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2026,,P,Kendeglys Virguez,CLE,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2026,,P,Will Schomberg,SEA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2026,,P,Skylar Hales,TEX,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (24),2028,,P,Jose Guevara,NYM,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2025,,P,Jose Olivares,MIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2026,,P,Zach Lee,DET,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),Not in RR,,P,Thomas Bruss,DET,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2025,,P,Keythel Key,LAA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2026,,P,Duque Hebbert,DET,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2026,,P,Trey Gibson,BAL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (24),2028,,P,Anderson Jimenez,SEA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2026,,P,Grayson Hitt,ARZ,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),Eligible,,P,Tyler Ivey,HOU,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Inaugural Draft,Eligible,,P,Victor Santos,BOS,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Inaugural Draft,Eligible,,P,Noah Song,BOS,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),Eligible,,P,Grant Wolfram,TEX,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),Eligible,,P,Eddy Yean,PIT,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),Eligible,,P,Freddy Pacheco,STL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2028,,P,Jhoan Thomas,WAS,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (23) Rd 6,2026,,P,Cade Denton,COL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Inaugural Draft,Eligible,,P,Ray Kerr,SD,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Inaugural Draft,Eligible,,P,Misael Tamarez,HOU,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D E A D   M O N E Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Traded,,,Released,,,Rule 5 Fee,,,Retirement,,,Option Buyout,,,,POS,Name,Team,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
