name,position,mlb_team,league_id,fantasy_team_id,status_mlb,status_milb,status_40_man,status_il,il_length,il_date,il_return,option_years_used,dfa_only,rule_5_eligibility_year,has_been_on_40_man,fa_status,contract_2026,contract_2027,contract_2028,contract_2029,contract_2030,contract_2031,contract_2032,contract_2033,contract_2034,contract_2035,contract_2036,contract_2037,contract_2038,contract_2039
Angel Feliz,3B,WSH,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Kody Hoese,3B,LAD,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Vance Honeycutt,OF,BAL,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Jackson Strong,OF,DET,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Enrique Bradfield Jr,OF,BAL,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Scott Bandura,OF,SF,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Ariel Lebron,OF,HOU,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Hector Osorio,OF,TEX,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Leandro Alsinois,OF,CHW,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Luis Castillo,OF,MIL,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Jose Gerardo,OF,MIA,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Elijah Dunham,OF,NYY,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Ethan Wilson,OF,PHI,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Stiven Martinez,OF,BAL,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Patrick Reilly,P,PIT,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Quinn Mathews,P,STL,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Hunter Cranton,P,ARZ,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Logan Samuels,P,ATL,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Spencer Bengard,P,MIN,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
JD Thompson,P,MIL,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Jace Kaminska,P,COL,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Caden Grice,P,ARZ,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
James Ellwanger,P,MIN,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Karson Milbrandt,P,MIA,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Luis Frias,RP,ARZ,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Ben Jacobs,P,DET,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Sandy Ozuna,P,COL,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Graham Osman,P,CIN,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Jack Mahoney,P,COL,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Morris Austin,P,MIL,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Miguel Cordero,P,MIN,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Ubaldo Soto,P,LAA,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Wuilliams Rodriguez,P,BOS,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Nicolas De La Cruz,P,BOS,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Carlos Castillo,P,PIT,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Landon Sims,P,ARZ,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Franyel Diaz,P,NYM,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Bryan Rivera,P,MIL,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Eric Prado,P,MIL,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Cesar Jimenez,P,FA,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Adrian Acosta,P,LAA,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Marquis Grissom Jr,P,WSH,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Garrett Stallings,P,BAL,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Nolan Hoffman,P,SEA,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Ryan Jennings,P,TOR,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Adam Kloffenstein,P,TOR,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Seth Corry,P,SF,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Robert Dominguez,P,NYM,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Justin Armbruester,P,BAL,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Alek Jacob,P,SD,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Ryan Cusick,P,ATH,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Pat Monteverde,P,MIA,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Andrew Hoffmann,P,ATL,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Kevin Abel,P,CIN,MLB,MIL,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Peter Strzelecki,RP,MIL,MLB,MIL,,,,,,,,,0,,0,rostered,450000,,,,,,,,,,,,,
Chris Stratton,P,,MLB,MIL,,,,,,,,,0,,0,rostered,1147500,,,,,,,,,,,,,
