A r i z o n a   D i a m o n d b a c k s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,0,,,,,,,,,,Trade-SD (24),,,OF,Jasson Dominguez,NYY,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,X,X,,,,,,,,,,,,,,Rule V - BOS (26),,,OF,Gabriel Rincones,PHI,"760,000",TC,TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
X,,X,,,,0,,,,,,,,,,Trade-SEA (24),,,OF,Joey Loperfido,HOU,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Waive-ATL (25),,,OF,Jurickson Profar,ATL,"15,000,000","15,000,000","15,000,000",UFA,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P I T C H E R S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLB,MiLB,40,IL,IL Length,IL Date,IL Return,Option Years Used,,,,Options Used,,,,,How Acquired,Optioned/DFA Date,Recall Eligible Date,POS,Name,Team,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Inaugural Draft,,,SP,Luis Severino,NYY,"22,500,000","22,500,000","22,500,000",UFA,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,UFA (24),,,SP,Erick Fedde,CHW,"11,000,000",UFA,,,,,,,,,,,,
X,,X,,,,0,,,,,,,,,,Inaugural Draft,,,SP,Spencer Schwellenbach ,ATL,"760,000",ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Inaugural Draft,,,SP,Ryne Nelson ,ARZ,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,,
,X,X,,,,0,,,,,,,,,,Waive-KC (25),,,SP,Samuel Aldegheri,PHI,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,X,X,,,,0,,,,,,,,,,Trade-ATL (24),,,SP,Chase McDermott,BAL,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,X,X,,,,0,25,,,,,,,,,Trade-SD (24),,,SP,Gordon Graceffo,STL,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,X,X,,,,0,,,,,,,,,,Trade-COL (24),,,SP,Adam Macko,TOR,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
X,,X,,,,0,,,,,,,,,,MiLB FA (22),,,SP,Noah Cameron,KC,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
X,,X,,,,0,,,,,,,,,,Inaugural Draft,,,SP,Seth Johnson ,BAL,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,X,X,,,,0,,,,,,,,,,MiLB FA (22),,,SP,Michael Mercado,PHI,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,X,,,,0,,,,,,,,,,Trade-CHC (25),,,RP,Royber Salinas,ATH,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,X,,,,,0,22,23,25,,,,,,,Inaugural Draft,,,RP,Keegan Thompson,CHC,ARB 2,ARB 3,UFA,,,,,,,,,,,
,X,X,,,,0,25,,,,,,,,,FYPD (23) Rd 6,,,RP,Craig Yoho,MIL,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,X,X,,,,0,25,,,,,,,,,MiLB FA (23),,,RP,Bradgley Rodriguez,SD,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
X,,X,,,,0,25,,,,,,,,,Inaugural Draft,,,RP,Mike Vasil,NYM,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,UFA (24),,,RP,Jeff Hoffman,TOR,"7,000,000","7,000,000",UFA,,,,,,,,,,,
,X,X,,,,0,25,,,,,,,,,MiLB FA (23),,,RP,Angel Chivilli,COL,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
X,,X,,,,0,,,,,,,,,,MiLB FA (22),,,RP,Eric Orze,NYM,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
X,,X,,,,0,25,,,,,,,,,Trade-BAL (25),,,RP,Mason Montgomery,TB,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M I N O R S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLB,MiLB,40,IL,IL Length,IL Date,IL Return,Option Years Used,,,,Options Used,,,,,How Acquired,Rule 5 Eligibility,,POS,Name,Team,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Inaugural Draft,Eligible,,C,Willy Vasquez,TB,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-CHC (25),2027,,C,Malcolm Moore,TEX,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (24) CBB,2027,,C,Ethan Anderson,BAL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 3,2029,,C,Taitn Gray,TB,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2028,,C,Sir Jamison Jones,WSH,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),2026,,C,Dario Laverde,LAA,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),2027,,1B,Abel Lorenzo,LAD,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 5,2029,,1B,Josiah Hartshorn,CHC,,,,,,,,,,,,,,
,X,,,,,0,24,,,,,,,,,Trade-STL (24),EXEMPT,,1B,Nick Pratto,KC,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-SD (24),2025,,1B,Nathan Martorella,MIA,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),Eligible,,2B,Tanner Murray,TB,,,,,,,,,,,,,,
,X,,,,,0,,,,,,,,,,MiLB FA (23),EXEMPT,,2B,Austin Gauthier,LAD,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),Eligible,,2B,Cody Milligan,ATL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (23),2027,,2B,Yoelin Cespedes,BOS,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),2026,,2B,Marvin Alcantara,BOS,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2028,,SS,Juan Mateo,ATL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (24) Rd 1,2027,,SS,Kaelen Culpepper,MIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (24) Rd 2,2028,,SS,Tyson Lewis,CIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (25),2029,,SS,Cristopher Acosta,MIL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (24),2028,,SS,Erick de la Cruz,ARZ,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (23) Rd 1,2027,,SS,George Lombard Jr.,NYY,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (23) Rd 4,2027,,SS,A.J. Ewing,NYM,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 2,2029,,SS,Coooper Flemming,TB,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (25),2029,,SS,Jose Riera,CLE,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (23) Rd 2,2027,,SS,Eric Bitonti,MIL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 4,2029,,SS,Jaiden Lo Re,BAL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),2025,,SS,Gregory Barrios,MIL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (24),2028,,SS,Leodalis De Vries,ATH,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (24),2028,,SS,Leandro Romero,SEA,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (24) Rd 3,2027,,3B,Sean Keys,TOR,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-DET (24),2027,,3B,Myles Naylor,ATH,,,,,,,,,,,,,,
,X,,,,,0,,,,,,,,,,MiLB FA (22),EXEMPT,,3B,Damiano Palmegiani,TOR,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (23) Rd 3,2026,,3B,Garret Forrester,PIT,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2028,,OF,Bo Walker,ARZ,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (24),2028,,OF,Jaset Martinez,CIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-BAL (24),2028,,OF,Jose Anderson,MIL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (24),2028,,OF,Yeiferth Castillo,CLE,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),2026,,OF,Byron Chourio,MIA,,,,,,,,,,,,,,
,X,,,,,0,23,,,,,,,,,Waive-LAD (25),EXEMPT,,OF,Weston Wilson ,PHI,,,,,,,,,,,,,,
,X,,,,,0,,,,,,,,,,MiLB FA (22),EXEMPT,,OF,Tristan Peters,MIL,,,,,,,,,,,,,,
,X,,,,,0,,,,,,,,,,MiLB FA (24),EXEMPT,,OF,Bryan Gonzalez,BOS,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),Eligible,,OF,Spencer Packard,SEA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Inaugural Draft,Eligible,,OF,Roismar Quintana ,WSH,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2027,,OF,Jose Ortiz,SF,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (23),2027,,OF,Emil Valencia,HOU,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),Eligible,,OF,Mason Auer,TB,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),Eligible,,OF,Yhoswar Garcia,PHI,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),2026,,OF,Yeremi (Roni) Cabrera,TEX,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-DET (24),2025,,P,Tyler Woessner,MIL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-STL (24),2025,,P,Justin Campbell,CLE,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-KC (24),2025,,P,Maddux Bruns,LAD,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-KC (25),2026,,P,Alonzo Tredwell,HOU,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2026,,P,Josh Bostick,SF,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-SEA (24),2026,,P,Owen Murphy,ATL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-KC (24),2026,,P,Luis Morales,ATH,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (24) Rd 4,2027,,P,Parker Smith,HOU,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 6,2029,,P,Dean Livingston,ARZ,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2027,,P,Aaron Combs,PHI,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-CHC (25),2027,,P,Anderson Brito,HOU,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2027,,P,Lebarron Johnson,COL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-SEA (24),2027,,P,Josh Knoth,MIL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2027,,P,Kelvin Rosario,ARZ,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2027,,P,Trevor Harrison,TB,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (23) Rd 5,2027,,P,Jeremy Pilon,TB,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-STL (24),2027,,P,Reiner Lopez,STL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (23),2027,,P,Marwys Jorge (Cabrera),KC,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 1,2029,,P,Seth Hernandez,PIT,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Inaugural Draft,Eligible,,P,Nick Mikolajchak ,CLE,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Inaugural Draft,Eligible,,P,Jorge Juan,ATH,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),Eligible,,P,Nathan Webb,KC,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),Eligible,,P,Isaiah Campbell,BOS,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),Eligible,,P,Tommy McCollum,PHI,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),Eligible,,P,Kade Strowd,BAL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),Eligible,,P,Kohl Simas,CHW,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),Eligible,,P,Alberto Pacheco,COL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),Eligible,,P,Wilfredo Pereira,STL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),Eligible,,P,Juan Mercedes,SEA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Inaugural Draft,Eligible,,P,Brendan McKay,TB,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),Eligible,,P,Hayden Juenger,TOR,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),Eligible,,P,Landon Marceaux,NYM,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),Eligible,,P,Chris Rodriguez,ARZ,,,,,,,,,,,,,,
,X,,,,,0,,,,,,,,,,Rule V-BAL (25),EXEMPT,,P,Ryan Webb,CLE,,,,,,,,,,,,,,
,X,,,,,0,,,,,,,,,,Inaugural Draft,EXEMPT,,P,JJ Goss,TB,,,,,,,,,,,,,,
,X,,,,,0,,,,,,,,,,MiLB FA (22),EXEMPT,,P,Brandon Hughes,CHC,,,,,,,,,,,,,,
,X,,,,,0,,,,,,,,,,Rule V-CHW (25),EXEMPT,,P,Edgar Portes,BAL,,,,,,,,,,,,,,
,X,,,,,0,,,,,,,,,,Trade-BAL (25),EXEMPT,,P,Aidan Curry,TEX,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (24) Rd 5,2027,,P,Brendan Girton,NYM,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (24) Rd 6,2027,,P,Ryan Lambert,NYM,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2027,,P,Michael Carpenter,MIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),Not in RR,,P,Mack Estrada,NYY,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D E A D   M O N E Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Traded,,,Released,,,Rule 5 Fee,,,Retirement,,,Option Buyout,,,,POS,Name,Team,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
,,,,,,X,,,,,,,,,,,,,RP,Yunior Marte,PHI,"750,000",,,,,,,,,,,,,
,,,,,,X,,,,,,,,,,,,,RP,Andrew Saalfrank,ARZ,"500,000",,,,,,,,,,,,,
