name,position,mlb_team,league_id,fantasy_team_id,status_mlb,status_milb,status_40_man,status_il,il_length,il_date,il_return,option_years_used,dfa_only,rule_5_eligibility_year,has_been_on_40_man,fa_status,contract_2026,contract_2027,contract_2028,contract_2029,contract_2030,contract_2031,contract_2032,contract_2033,contract_2034,contract_2035,contract_2036,contract_2037,contract_2038,contract_2039
Dominic Hamel,SP,NYM,MLB,TEX,,X,X,,,,,,0,,1,rostered,760000,TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
Zach Messinger,SP,NYY,MLB,TEX,,X,X,,,,,,0,,1,rostered,760000,TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
Miguel Ullola,SP,HOU,MLB,TEX,,X,X,,,,,,0,,1,rostered,760000,TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
Coleman Crow,SP,MIL,MLB,TEX,,X,X,,,,,,0,,1,rostered,760000,TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
Slade Cecconi,SP,ARZ,MLB,TEX,,X,X,,,,,,0,,1,rostered,760000,TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
Ian Bedell,SP,STL,MLB,TEX,,X,X,,,,,,0,,1,rostered,760000,TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
Tink Hence,SP,STL,MLB,TEX,,X,X,,,,,,0,,1,rostered,760000,TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
Troy Melton,SP,DET,MLB,TEX,X,,X,,,,,,0,,1,rostered,760000,TC,TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
Elmer Rodriguez-Cruz,SP,NYY,MLB,TEX,X,,X,,,,,,0,,1,rostered,760000,TC,TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
Sem Robberse,SP,STL,MLB,TEX,,X,X,,,,,,0,,1,rostered,760000,TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
Carmen Mlodzinski,RP,PIT,MLB,TEX,X,,X,,,,,,0,,1,rostered,760000,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,
Joe Mantiply,RP,ARZ,MLB,TEX,X,,X,,,,,,1,,1,rostered,1000000,UFA,,,,,,,,,,,,
Lyon Richardson,RP,CIN,MLB,TEX,,X,X,,,,,,0,,1,rostered,760000,TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
Logan Tanner,C,CIN,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Tatem Levins,C,SEA,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Guillermo Williamson,1B,SF,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Samad Taylor,2B,SEA,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Santiago Leon,SS,MIN,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Haritzon Castillo,SS,MIN,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
John Spikerman,SS,PHI,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Joandruw Pena,SS,MIL,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Jacob Gonzalez,SS,CHW,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Daniel Flames,SS,TEX,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Wilman Diaz,SS,LAD,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Warren Calcano,SS,KC,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
JoJo Parker,SS,TOR,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Liberts Aponte,SS,CIN,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Felix Amparo,SS,BAL,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Rafhlmil Torres,SS,CIN,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Greylin De La Paz,SS,LAA,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Eriel Dihigo,SS,COL,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Juarlin Soto,SS,TOR,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Kendrick Herrera,SS,PIT,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Billy Amick,3B,MIN,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Mike Boeve,3B,MIL,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Nick Lorusso,3B,NYM,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Will Taylor,OF,PIT,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Carlos Taveras,OF,MIN,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Braden Montgomery,OF,BOS,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Dakota Jordan,OF,SF,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Ethan Petry,OF,WSH,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Dillon Head,OF,MIA,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Estivel Morillo,OF,CLE,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Jose Castro,OF,MIA,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Jace Bohrofen,OF,TOR,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Nolan Schubart,OF,CLE,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Brock Jones,OF,TB,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Wandi Feliz,OF,COL,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Darwing Ozuna,OF,ATH,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Djean Macares,OF,SF,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Anthony Hall,OF,NYY,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Jordyn Adams,OF,LAA,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
David Calabrese,OF,LAA,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Gavin Turley,OF,ATH,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Jacob Jenkins-Cowart,OF,MIA,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Victor Labrada,OF,SEA,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Janero Miller,OF,MIA,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Luis Almeyda,OF,BAL,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Yerlin Luis,OF,CLE,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Shalin Polanco,OF,PIT,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Jeremy De La Rosa,OF,WSH,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Yobal Rodriguez,P,CHW,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Joel Hurtado,P,LAA,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Carter Holton,P,ATL,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Matt Ager,P,PIT,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Jonathan Brand,P,BOS,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Rayner Castillo,P,DET,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Blake Gillespie,P,NYY,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Lucas Gordon,P,CHW,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Kade Morris,P,NYM,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Ryan Bruno,P,ARZ,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Jorge Guzman,P,PHI,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Yorman Galindez,P,MIL,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Manuel Castro,P,SD,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Josiah Romeo,P,ATH,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Joey Broughton,P,MIL,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Lazaro Estrada,P,TOR,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Aaron Watson,P,CIN,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Hunter Owen,P,KC,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Jaden Woods,P,PIT,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Jacob Miller,P,MIA,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Ryan Prager,P,CLE,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Mason Albright,P,LAA,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Carlos Tavera,P,BAL,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Trent Harris,P,SF,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Jayden Dubanewicz,P,MIL,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Pan Wen-Hui,P,PHI,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Tyler Schweitzer,P,CHW,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Ruben Menes,P,STL,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Michael Prosecky,P,COL,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Davis Palermo,P,COL,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Eric Reyzelman,P,NYY,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Mason Fluharty,P,TOR,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Victor Juarez,P,COL,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Jesus Tillero,P,LAD,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Eric Pardinho,P,TOR,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Bladimir Pichardo,P,PIT,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Jerson Alejandro,P,NYY,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Jared Kelley,P,CHW,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Tommy Mace,P,CLE,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
CJ Van Eyk,P,TOR,MLB,TEX,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Jose Urquidy,SP,HOU,MLB,TEX,,,,,,,,,0,,0,rostered,1200000,,,,,,,,,,,,,
Aaron Bummer,RP,CHW,MLB,TEX,,,,,,,,,0,,0,rostered,2250000,,,,,,,,,,,,,
