name,position,mlb_team,league_id,fantasy_team_id,status_mlb,status_milb,status_40_man,status_il,il_length,il_date,il_return,option_years_used,dfa_only,rule_5_eligibility_year,has_been_on_40_man,fa_status,contract_2026,contract_2027,contract_2028,contract_2029,contract_2030,contract_2031,contract_2032,contract_2033,contract_2034,contract_2035,contract_2036,contract_2037,contract_2038,contract_2039
Steven Echavarria,P,ATH,MLB,NYY,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Brandon Sproat,P,NYM,MLB,NYY,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Carlos Lagrange,P,NYY,MLB,NYY,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Dioris De La Rosa,P,LAA,MLB,NYY,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Cole Schoenwetter,P,CIN,MLB,NYY,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Hiro Wyatt,P,KC,MLB,NYY,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Jose Varela,P,HOU,MLB,NYY,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Trystan Vrieling,P,NYY,MLB,NYY,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Jose Fleury,P,HOU,MLB,NYY,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Noble Meyer,P,MIA,MLB,NYY,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Sabdiel Delzine,P,BOS,MLB,NYY,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Blake Dickerson,P,SD,MLB,NYY,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Ryan Brown,P,LAD,MLB,NYY,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Charlee Soto,P,MIN,MLB,NYY,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Christian Oppor,P,CHW,MLB,NYY,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Alison Zacarias,P,COL,MLB,NYY,,X,,,,,,,0,,0,rostered,,,,,,,,,,,,,,
Randy Dobnak,SP,MIN,MLB,NYY,,,,,,,,,0,,0,rostered,1800000,2100000,2550000,,,,,,,,,,,
Alex Cobb,SP,,MLB,NYY,,,,,,,,,0,,0,rostered,5000000,,,,,,,,,,,,,
Clayton Kershaw,SP,,MLB,NYY,,,,,,,,,0,,0,rostered,8050000,,,,,,,,,,,,,
John Schreiber,RP,,MLB,NYY,,,,,,,,,0,,0,rostered,2475000,,,,,,,,,,,,,
David Fletcher,2B,LAA,MLB,NYY,,,,,,,,,0,,0,rostered,6000000,4250000,,,,,,,,,,,,
