H o u s t o n   A s t r o s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,0,,,,,,,,,,Trade-COL (23),,,1B,Dominic Keegan,TB,"760,000",TC,TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Inaugural Draft,,,1B,Yandy Diaz,TB,"12,000,000",UFA,,,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Inaugural Draft,,,1B,Bryce Harper,PHI,"27,538,462","27,538,462","27,538,462","23,538,462","23,538,462","37,307,693",UFA,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,0,22,,,,,,,,,Trade-WSH (23),,,2B,Jonathan Aranda,TB,"760,000",ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Inaugural Draft,,,2B,Gleyber Torres,DET,"21,300,000","21,300,000","21,300,000",UFA,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Inaugural Draft,,,2B,Colt Keith,DET,"4,000,000","4,000,000","5,000,000","5,000,000","10,000,000","13,000,000","15,000,000",UFA,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,UFA (25),,,SS,Miguel Rojas,LAD,"7,500,000",UFA,,,,,,,,,,,,
X,,X,,,,0,22,,,,,,,,,Inaugural Draft,,,SS,Gabriel Arias,CLE,"760,000",ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,
,X,X,,,,0,,,,,,,,,,Rule V-CHW (25),,,SS,Jose Fermin,STL,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,X,X,,,,0,,,,,,,,,,MiLB FA (22),,,SS,Angel Genao,CLE,"760,000",TC,TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
,X,X,,,,0,,,,,,,,,,Trade-MIN (25),,,SS,Carson Williams,TB,"760,000",TC,TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
X,,X,,,,0,,,,,,,,,,Trade-SEA (24),,,SS,James Triantos,CHC,"760,000",TC,TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,0,23,24,25,,,,,,,Inaugural Draft,,,3B,Oswald Peraza,NYY,"760,000",ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,
X,,X,,,,0,,,,,,,,,,Inaugural Draft,,,3B,Jordan Westburg,BAL,"760,000",ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,X,,,,0,25,,,,,,,,,MiLB FA (23),,,OF,Davis Schneider,TOR,"760,000",ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,
X,,X,,,,0,,,,,,,,,,Trade-DET (23),,,OF,Andy Pages,LAD,"760,000",ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,
X,,X,,,,0,,,,,,,,,,Trade-MIN (25),,,OF,Heston Kjerstad,BAL,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
X,,X,,,,0,24,,,,,,,,,Trade-SD (24),,,OF,Matt Wallner,MIN,"760,000",ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,
,X,X,,,,0,,,,,,,,,,Trade-PHI (23),,,OF,Daylen Lile,WSH,"760,000",TC,TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
,X,X,,,,0,,,,,,,,,,Rule V-WSH (25),,,OF,Yohendrick Pinango ,CHC,"760,000",TC ,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,X,,,,,0,22,23,24,,,,,,,Trade-TOR (23),,,OF,Akil Baddoo,DET,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P I T C H E R S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLB,MiLB,40,IL,IL Length,IL Date,IL Return,Option Years Used,,,,Options Used,,,,,How Acquired,Optioned/DFA Date,Recall Eligible Date,POS,Name,Team,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,UFA (25),,,SP,Yusei Kikuchi,LAA,"25,000,000","25,000,000",UFA,,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Inaugural Draft,,,SP,Robbie Ray,SEA,"35,500,000",UFA,,,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Inaugural Draft,,,SP,Eduardo Rodriguez,DET,"24,000,000",UFA,,,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Inaugural Draft,,,SP,Nick Pivetta,BOS,"11,250,000","11,250,000","11,250,000",UFA,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,UFA (24),,,SP,Michael Wacha,KC,"13,470,000","13,470,000",UFA,,,,,,,,,,,
X,,X,,,,0,23,24,,,,,,,,Trade-NYY (22),,,SP,Tanner Houck,BOS,ARB 2,ARB 3,UFA,,,,,,,,,,,
,X,X,,,,0,25,,,,,,,,,MiLB FA (24),,,SP,Stephen Kolek,SD,"760,000",ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,
X,,X,,,,0,,,,,,,,,,Rule V-WSH (25),,,SP,Ryan Bergert,KC,"760,000",TC ,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,X,X,,,,0,24,,,,,,,,,Trade-COL (23),,,SP,JP France,HOU,"760,000",ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,
,X,X,,,,0,,,,,,,,,,MiLB FA (22),,,SP,Jack Kochanowicz,LAA,"760,000",ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,
,X,X,,,,0,,,,,,,,,,FYPD (22) Rd 1,,,SP,Connor Prielipp,MIN,"760,000",TC ,TC ,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,UFA (25),,,RP,Manuel Rodriguez,TB,"1,600,000","1,600,000","1,600,000",UFA,,,,,,,,,,
X,,X,,,,0,23,,,,,,,,,Inaugural Draft,,,RP,Keegan Akin,BAL,ARB 3,UFA,,,,,,,,,,,,
X,,X,,,,0,,,,,,,,,,MiLB FA (25),,,RP,Ryan Zeferjahn,LAA,"760,000",TC ,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,X,X,,,,,,,,,,,,,,Rule V-BOS(26),,,P,Leondro Lopez,TEX,,,,,,,,,,,,,,
X,,X,,,,0,22,23,24,,,,,,,Trade-DET (23),,,RP,Louie Varland,MIN,"760,000",TC ,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,X,X,,,,0,,,,,,,,,,Trade-MIL (24),,,RP,Alex Pham,BAL,"760,000",TC ,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M I N O R S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLB,MiLB,40,IL,IL Length,IL Date,IL Return,Option Years Used,,,,Options Used,,,,,How Acquired,Rule 5 Eligibility,,POS,Name,Team,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2027,,C,Josh Caron,SEA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),2026,,C,Juan Olmos,KC,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),2026,,C,Luis Meza,TOR,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (23) Rd 6,2026,,C,Luke Shliger,SF,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (24),2028,,C,Deinys Gonzalez,TB,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (24),2028,,C,Cesar Mujica,PHI,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),Eligible,,C,Will Banfield,MIA,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2026,,1B,Drew Compton,ATL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (24) Rd 1,2027,,1B,Blake Burke,MIL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 3,2028,,1B,Jack Gurevitch,STL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (24) Rd 4,2027,,1B,Corey Collins,NYM,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Inaugural Draft,2026,,1B,Lazaro Montes,SEA,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2027,,2B,David Mershon,LAA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 4,2028,,2B,Drew Faurot,MIA,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (24) Rd 2,2027,,SS,Kyle Debarge,MIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (24) Rd 3,2027,,SS,Carson DeMartini,PHI,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (23) Rd 1,2026,,SS,Brayden Taylor,TB,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (23) CBB,2026,,SS,Maui Ahuna,SF,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (23) Rd 2,2026,,SS,Mitch Jebb,PIT,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),Eligible,,SS,Anthony Prato,MIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),2025,,SS,Ben Ross,MIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (22) Rd 4,2025,,SS,Danny Serretti,DET,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Inaugural Draft,2026,,SS,Diego Benitez,ATL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Inaugural Draft,Eligible,,SS,Ivan Johnson,CIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Inaugural Draft,2026,,SS,Ryan Reckley,SF,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (24),2028,,SS,Andreimi Antunez,TB,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (24),2028,,SS,Aaron Pinero,TB,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),Eligible,,3B,Yonny Hernandez,MIL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2026,,3B,Xavier Casserilla,HOU,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (24) Rd 5,2027,,OF,Casey Saucke,CHW,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (24) Rd 6,2027,,OF,Kole Myers,LAD,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (25),2029,,OF,Kevin Alvarez,HOU,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (23) Rd 5,2026,,OF,Spencer Nivens,KC,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2025,,OF,Chris Rotondo,STL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (22) Rd 2,2025,,OF,Ryan Cermak,TB,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (22) Rd 5,2025,,OF,Tres Gonzalez,PIT,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Inaugural Draft,Eligible,,OF,Colin Barber,HOU,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),2026,,OF,Erick Hernandez,CHW,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),2026,,OF,Jose De Jesus,TEX,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),Eligible,,OF,Nick Decker,BOS,,,,,,,,,,,,,,
,X,,,,,0,22,,,,,,,,,MiLB FA (22),EXEMPT,,OF,Gilberto Celestino,MIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 2,2029,,OF,Jaden Fauske,CHW,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),Eligible,,OF,Orlando Martinez,LAA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),Eligible,,OF,Jordan Brewer,HOU,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (23),2027,,OF,Brailer Guerrero,TB,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),Eligible,,OF,Cole Roederer,CHC,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),Eligible,,OF,Sammy Siani,PIT,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),Eligible,,OF,Jack Herman,PIT,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-CHW (23),Eligible,,OF,Zach DeLoach,CHW,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (24),2028,,OF,Leonardo Pineda,TB,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2026,,P,Cody Adcock,CIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),Eligible,,P,Gabriel Reyes,DET,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2026,,P,Sam Whiting,SD,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),Eligible,,P,Jayvien Sandridge,NYY,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 5,2028,,P,Mason Nichols,TB,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2026,,P,Brian Hendry,NYY,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),Eligible,,P,Elison Joseph,ATL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2026,,P,Rolddy Munoz,ATL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2027,,P,Jonathan Pintaro,NYM,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),Eligible,,P,Tyler Owens,DET,,,,,,,,,,,,,,
,X,,,,,0,,,,,,,,,,Trade-NYM (25),EXEMPT,,P,Jack Neely,CHC,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2028,,P,Dylan Jordan,LAA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),Eligible,,P,Joel Ibarra,LAD,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 6,2028,,P,Kade Woods,ATL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2025,,P,Cedric De Grandpre,ATL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2025,,P,Marino Santy,CHC,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2026,,P,Casey Anderson,ARZ,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),Eligible,,P,Ryan Harbin,PIT,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (24),2028,,P,Sebastian Perez,TB,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2026,,P,Cam Brown,PHI,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 1,2028,,P,Gage Wood,PHI,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-ATH (23),Eligible,,P,Jay Groome,SD,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),Eligible,,P,Cody Laweryson,MIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),Eligible,,P,Ryan Loutos,STL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),Eligible,,P,Andrew Politi,BOS,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),Eligible,,P,Bryce Montes de Oca,NYM,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),Eligible,,P,Andrew Baker,PHI,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),2025,,P,Carlos Marcano,DET,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-COL (23),2025,,P,Bryce Hubbart,CIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (23) Rd 4,2026,,P,Wyatt Crowell,LAD,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (23),Released,,P,Jhomber Jimenez,FA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),Eligible,,P,Ryan Watson,BAL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),Eligible,,P,Garrett McDaniels,LAA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),Eligible,,P,Victor Castaneda,NYM,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (22) Rd 6,2025,,P,Bryce Osmond,LAA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Inaugural Draft,Eligible,,P,Geraldo Carrillo,TEX,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-WSH (23),Eligible,,P,Yosver Zulueta,CIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Inaugural Draft,Eligible,,P,Drew Strotman,HOU,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),Eligible,,P,Trevor Brigden,TB,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),Eligible,,P,Beau Burrows,PHI,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),Eligible,,P,Shane Panzini,KC,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),Eligible,,P,Juan Then,CWS,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Inaugural Draft,Eligible,,P,Jeff Criswell,COL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Inaugural Draft,Eligible,,P,Ben Hernandez,KC,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Inaugural Draft,Eligible,,P,Christian Roa,CIN,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D E A D   M O N E Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Traded,,,Released,,,Rule 5 Fee,,,Retirement,,,Option Buyout,,,,POS,Name,Team,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
,,,,,,,,,,,,,,,X,,,,OF,Jesse Winker,NYM,"3,712,500",,,,,,,,,,,,,
