S a n   D i e g o   P a d r e s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLB,MiLB,40,IL,IL Length,IL Date,IL Return,Option Years Used,,,,Options Used,,,,,How Acquired,Optioned/DFA Date,Recall Eligible Date,POS,Name,Team,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,0,22,23,,,,,,,,Trade-MIA (25),,,SP,David Peterson,NYM,"9,200,000",UFA,,,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Trade-LAA (24),,,SP,Jack Flaherty,DET,"8,100,000",UFA,,,,,,,,,,,,
,X,X,,,,0,,,,,,,,,,Trade-PHI  (25),,,SP,Winston Santos,TEX,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,X,X,,,,0,25,,,,,,,,,Inaugural Draft,,,SP,Jacob Lopez,ATH,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
X,,X,,,,0,25,,,,,,,,,MiLB FA (24),,,SP,Logan Evans ,SEA,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,X,X,,,,0,,,,,,,,,,Trade-KC (24),,,SP,Julian Aguiar,CIN,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,,,,,,,,,,,Trade-PHI (25),,,RP,Paul Gervase,LAD,"760,000",TC,TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
,X,X,,,,0,25,,,,,,,,,Trade-SEA (25),,,RP,Orion Kerkering,PHI,"760,000",ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,
X,,X,,,,0,,,,,,,,,,MiLB FA (24),,,RP,Bryan King,HOU,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,X,X,,,,,,,,,,,,,,MiLB FA (23),,,RP,Mason Barnett,KC,"760,000",TC,TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
,X,X,,,,,,,,,,,,,,Rule V - TB (26),,,RP,Robinson Ortiz,LAD,"760,000",TC,TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
,X,X,,,,,,,,,,,,,,Rule V - ARZ (26),,,RP,Brandan Bidois,TB,"760,000",TC,TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
,X,X,,,,,,,,,,,,,,Rule V-TEX (26),,,RP,Alex Cook,TB,"760,000",TC,TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
,X,X,,,,,,,,,,,,,,Rule V-NYM (26),,,RP,Braden Nett,ATH,"760,000",TC,TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
,X,X,,,,,,,,,,,,,,MiLB FA (24),,,RP,Jake Miller,DET,"760,000",TC,TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
SUS,SUS,X,,,,0,D,F,A,,-,O,N,L,Y,Inaugural Draft,,,RP,Emmanuel Clase,CLE,"6,400,000","10,000,000","10,000,000",UFA,,,,,,,,,,
X,,X,,,,0,24,,,,,,,,,MiLB FA (22),,,RP,Dylan Lee,ATL,"3,000,000",ARB 3,ARB 4,UFA,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M I N O R S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLB,MiLB,40,IL,IL Length,IL Date,IL Return,Option Years Used,,,,Options Used,,,,,How Acquired,Rule 5 Eligibility,,POS,Name,Team,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2026,,C,Will Bush,HOU,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB (23),2026,,C,Axiel Plaz,PIT,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-MIL (25),2026,,C,Alfredo Duno,CIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade SEA (26),2027,,C,Eduardo Tait,MIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-SEA (24),2025,,C,Caleb Ricketts,PHI,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2028,,1B,Yunior Amparo,NYM,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 6,2028,,1B,Jackson Lovich,NYY,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2027,,1B,Randy Guzman,NYM,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-MIL (25),2028,,1B,Juan Ortuno,MIL,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2027,,2B,Payton Eeles,MIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2027,,2B,JR Freethy,TOR,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),Eligible,,SS,Spencer Bivens,SD,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-PHI 25,2028,,SS,Jesus Made,MIL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (24) Rd 4,2028,,SS,Luke Dickerson,WSH,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-LAD (23),2026,,SS,Ricardo Cabrera,CIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (25),2029,,SS,Eliomar Garces,TB,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-PHI 25,2026,,SS,Aroon Escobar,PHI,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-NYY (25),2026,,SS,Jeral Perez ,LAD,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-NYY (26),2026,,3B,Brock Wilken,MIL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 4,2028,,3B,Luke Hill,CLE,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2028,,OF,Browm Martinez,NYY,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-PHI 25,2027,,OF,Eduardo Quintero,LAD,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2028,,OF,Josue Brito,BOS,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (24) Rd 1,2028,,OF,PJ Morlando,MIA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade SEA (26),2029,,OF,Diego Tornes,ATL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 2,2028,,OF,Kane Kepley,CHC,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 1,2028,,OF,Mason Neville,CIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade SEA (26),2028,,OF,Jace LaViolette,CLE,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (22) Rd 5,2025,,OF,Tucker Flint,LAA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),2026,,OF,Randy De Jesus,LAA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 6,2028,,OF,Kien Vu,CIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2026,,OF,Kevyn Castillo,LAA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2026,,OF,Alfonsin Rosario,CHC,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2026,,OF,Rio Foster,LAA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2027,,OF,TJ McCants,CHW,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2027,,OF,Keith Jones Jr.,TEX,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-NYY (25),2027,,OF,Yophery Rodriguez,MIL,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2027,,P,Everett Catlett,COL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-MIN 25,2028,,P,AJ Russell,TEX,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),Eligible,,P,Denny Larrondo,ARZ,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-PHI 25,2028,,P,Esteban Mejia,BAL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),Eligible,,P,Anthony Nunez,BAL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-PHI 25,2026,,P,Santiago Suarez,TB,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2026,,P,Mason Miller,KC,,,,,,,,,,,,,,
,X,,,,,,24,,,,,,,,,MiLB FA (23),EXEMPT,,RP,Greg Weissert,BOS,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-SEA (25),Eligible,,P,Rodney Boone,CLE,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-PHI (25),2025,,P,Paul Gervase,NYM,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2025,,P,Hancel Rincon,STL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2027,,P,Tucker Novotny,ATH,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2027,,P,Xavier Rivas,NYY,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-TB (25),EXEMPT,,SP,McCade Brown,COL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2027,,P,Sebastian Gongora,BAL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (24) Rd 2,2027,,P,Luke Sinnard,ATL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (24) Rd 3,2027,,P,Jacob Kmatz,TB,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 3,2028,,P,Joey Volini,MIA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (24) Rd 6,2027,,P,Jacob Kroeger,ATL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2027,,P,Nico Zeglin,CHC,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2027,,P,Jose Bello,SF,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2026,,P,Chandler Murphy,TB,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2026,,P,Brandyn Garcia,SEA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),Eligible,,P,Joander Suarez,NYM,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2026,,P,Ryan Lobus,TEX,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2026,,P,Matt Wilkinson,CLE,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2025,,P,Luichi Casilla,COL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2026,,P,Cade Smith,NYY,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2026,,P,Connelly Early,BOS,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2025,,P,Duncan Davitt,TB,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (23) Rd 6,2026,,P,Lucas Braun,ATL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),2026,,P,Fernando Perez,TOR,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),2025,,P,Brody McCullough,CHC,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),2025,,P,Angel Benitez,NYY,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),Eligible,,P,Evan Reifert,TB,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),2026,,P,Jackson Cox,COL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),2025,,P,Jorge Marcheco,LAA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),2025,,P,Luis Serna,NYY,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2027,,P,Bjorn Johnson,MIL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2027,,P,Shea Sprague,BOS,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2027,,P,Cole Peschl,MIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),Eligible,,P,Allen Facundo,NYY,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D E A D   M O N E Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Traded,,,Released,,,Rule 5 Fee,,,Retirement,,,Option Buyout,,,,POS,Name,Team,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
,,,,,,X,,,,,,,,,,,,,SS,Adalberto Mondesi,FA,"2,283,750","2,283,750","2,283,750",,,,,,,,,,,
,,,,,,X,,,,,,,,,,,,,SP,Kyle Hart,SD,"1,000,000",,,,,,,,,,,,,
,,,X,,,,,,,,,,,,,,,,DH,Giancarlo Stanton,NYY,"14,500,000",,,,,,,,,,,,,
