E L   P A S O   C H I H U A H U A S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,SP,Yorman Gomez,CLE,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,SP,Omar Gonzalez,NYY,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,SP,Konner Eaton,COL,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,SP,Jackson Wentworth,TOR,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,SP,Tanner Gordon,COL,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,SP,Cole Peschl,MIN,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,SP,Drake George,SF,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,SP,Sebastian Gongora,BAL,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,SP,Hancel Rincon,STL,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,SP,Shea Sprague,BOS,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,SP,Twine Palmer,HOU,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,SP,John Holobetz,BOS,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,SP,Seth Johnson,BAL/PHI,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,SP,Justin Lange,NYY,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,SP,Angel Liranzo,PHI,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,SP,Emmanuel Martinez,TEX,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,SP,Luis Mey,CIN,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,SP,Melvin Hernandez,MIL,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,SP,Owen Murphy,ATL,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,SP,T.J. Nichols,TB,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,SP,Luis Peralta,PIT/COL,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,SP,Kai Peterson,(N/A),,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,SP,Marlon Nieves,LAD,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,SP,Zane Russell,ARI,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,SP,Anthony Solometo,PIT,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,SP,Andres Galan,TBR,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,SP,Charlee Soto,MIN,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,SP,Greg Farone,SF,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,SP,Emiliano Teodo,TEX,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,SP,Ricky Tiedemann,TOR,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,SP,Bryce Warrecker,NYY,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,SP,Kohl Drake,TEX,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,RP,Tommy Mace,CLE,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,RP,Dylan MacLean,TEX,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,RP,Grant Taylor,CHW,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D E A D   M O N E Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Traded,,,Released,,,Rule 5 Fee,,,Retirement,,,Option Buyout,,,POS,Name,Team,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038
