SYRACUSE METS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,12/30,,,,,,,,,,,,2B,Kristian Campbell,BOS,"7,500,000","7,500,000","7,500,000","7,500,000","7,500,000","7,500,000","7,500,000","7,500,000","7,500,000",UFA,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,12/30,D,F,A,,-,O,N,L,Y,,,SS,Xander Bogaerts,SD,"25,454,545","25,454,545","25,454,545","25,454,545","25,454,545","25,454,545","25,454,545","25,454,545",UFA,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,12/30,D,F,A,,-,O,N,L,Y,,,3B,Ryan McMahon,COL,"11,666,667","11,666,667",UFA,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,12/30,25,,,,,,,,,,,3B,Trey Lipscomb,WSH,"760,000",ARB1,ARB2,ARB3,UFA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,12/30,D,F,A,,-,O,N,L,Y,,,OF,Bryan Reynolds,PIT,"13,343,750","13,343,750","13,343,750","13,343,750","13,343,750","13,343,750",UFA,,,,,,
X,,X,,,,12/30,,,,,,,,,,,,OF,Daylen Lile,WSH,"760,000",TC,ARB1,ARB2,ARB3,UFA,,,,,,,
X,,X,,,,12/30,,,,,,,,,,,,OF,Jordan Beck,COL,"760,000",ARB1,ARB2,ARB3,UFA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P I T C H E R S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLB,MiLB,40,IL,IL Length,IL Date,IL Return,Option Years Used,,,,Options Used,,,,,Optioned/DFA Date,Recall Eligible Date,POS,Name,Team,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,12/30,D,F,A,,-,O,N,L,Y,,,SP,Patrick Sandoval,LAA,"9,125,000",UFA,,,,,,,,,,,
X,,X,,,,12/30,D,F,A,,-,O,N,L,Y,,,SP,Shota Imanaga,CHC,"13,250,000","13,250,000","13,250,000",UFA,,,,,,,,,
X,,X,,,,12/30,24,,,,,,,,,,,SP,J.P. France,HOU,"760,000",ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,X,X,,,,12/30,25,26,,,X,,,,,,,SP,Thomas Harrington,PIT,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
X,,X,,,,12/30,,,,,,,,,,,,RP,Ryan Gusto,HOU,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
X,,X,,,,12/30,,,,,,,,,,,,SP,Troy Melton,DET,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
X,,X,,,,12/30,25,,,,,,,,,,,SP,Jordan Wicks,CHC,"760,000",ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
X,,X,,,,12/30,,,,,,,,,,,,SP,Paul Skenes,PIT,"760,000",ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
X,,X,,,,12/30,D,F,A,,-,O,N,L,Y,,,SP,Jose Quintana,FA,"16,500,000",UFA,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,12/30,D,F,A,,-,O,N,L,Y,,,RP,Jake Cousins,NYY,"2,000,000",UFA,,,,,,,,,,,
X,,X,,,,12/30,,,,,,,,,,,,RP,Seth Halvorsen,COL,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
X,,X,,,,12/30,,,,,,,,,,,,SP,Matt Svanson,STL,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
,X,X,,,,12/30,26,,,,X,,,,,,,RP,Cole Sands,MIN,"760,000",ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M I N O R S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLB,MiLB,40,IL,IL Length,IL Date,IL Return,Option Years Used,,,,Options Used,,,,,,,POS,Name,Team,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038
,X,,,,,,,,,,,,,,,,,C,Omar Alfonzo,PIT,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,C,Jacob Cozart,CLE,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,C,Stiven Flores,CHW,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,C,Nathan Hickey,BOS,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,C,Thayron Liranzo,DET,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,C,Romeo Sanabria,SD,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,C,Ivan Torres,TB,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,C,Daniel Susac,OAK,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,1B,Tommy Hopfe,COL,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,1B,Edgar Alvarez,CHC,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,1B,Jared Jones,PIT,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,1B,Ronny Ugarte,COL,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,2B,Larry Suero,COL,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,2B,Derniche Valdez,CHC,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,2B,Zander Darby,SF,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,3B,John Gil,ATL,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,3B,Jordan Groshans,OAK,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,3B,D'Angelo Ortiz,BOS,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,3B,Alfredo Velasquez,BAL,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,3B,Dylan Jasso,NYY,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,3B,Brennan Milone,OAK,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,SS,Brady Day,PHI,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,SS,Angel Cepeda,CHC,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,SS,Ramcell Medina,KCR,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,SS,Warel Solano,TBR,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,SS,Angel Carmona,ATL,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,SS,Cutter Coffey,TOR,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,SS,Cesar Prieto,STL,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,SS,Jorge Quintana,MIL,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,SS,Nieves Izaguirre,PHI,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,SS,Emmanuel Cedeno,TB,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,SS,Darrell Morrel,PIT,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,SS,Jett Williams,NYM,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,SS,Carlos Bello,NYY,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,SS,Johan De Los Santos,PIT,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,SS,Luke Waddell,ATL,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,OF,Eduardo Beltre,MIN,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,OF,Tony Blanco Jr.,PIT,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,OF,Ryan Lasko,OAK,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,OF,Bryce Boettcher,HOU,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,OF,Sean Barnett,SD,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,OF,Jordan Sanchez,BAL,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,OF,James Tibbs,SF,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,OF,George Valera,CLE,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,OF,Yohendrick Pinango,TOR,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,OF,Cam Maldonado,SFG,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,OF,Djean Macares,SFG,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,OF,Junior Garcia,ATL,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,OF,Isaias Castillo,NYY,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,OF,Eddie King,PIT,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,OF,Gabriel Rodriguez,PIT,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,OF,Cristhian Vaquero,WSH,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,OF,Natanael Yuten,BOS,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,P,Mason Albright,COL,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,P,Raudy Reyes,ATL,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,P,Felix Arronde,KC,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,P,Kyle Carr,NYY,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,P,Drue Hackenberg,ATL,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,P,Cam Leiter,LAD,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,P,Tyler Bremner,LAA,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,P,Tyler Cleveland,SEA,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,P,Ryan DeSanto,CLE,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,P,Jackson Cox,COL,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,P,Steven Echavarria,OAK,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,P,Brock Porter,TEX,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,P,Ryan Johnson,LAA,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,P,Chih-Jung Liu,BOS,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,P,Samuel Mejia,TB,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,P,Emmett Olson,MIA,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,P,Layonel Ovalles,NYM,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,P,Jedixson Paez,BOS,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,P,Calvin Ziegler,NYM,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,P,Jace Hampson,NYM,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,P,Donovan Zsak,CLE,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,P,Tyler Renz,MIL,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,P,Nolan Sparks,STL,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,P,Pierce George,CHW,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,P,Brandon Barriera,TOR,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,P,Ethan Dorchies,MIL,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,P,Robert Cranz,WSH,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,P,Luke Craig,ARI,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,P,Michael Carpenter,MIN,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,P,Alex Bouchard,BOS,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,P,Merritt Beeker,WSH,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,P,Christian Rodriguez,BAL,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,P,Aaron Combs,PHI,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,P,Edgar Barclay,NYY,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,P,Jacob Miller,MIA,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D E A D   M O N E Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Traded,,,Released,,,Rule 5 Fee,,,Retirement,,,Option Buyout,,,POS,Name,Team,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038
